Age,Gender,City_Type,Annual_Income,Education_Level,Occupation,Steps_Per_Day,Workout_Days_Per_Week,Preferred_Workout_Type,Workout_Duration_Min,Calories_Burned_Per_Day,Uses_Fitness_App,Features_Used,App_Usage_Frequency,Subscribed_Premium,Motivators_For_Upgrade,Willingness_To_Pay,Fitness_Importance_1_10,Biggest_Challenge,Fitness_Motivated_By,Preferred_Device,NPS_Recommend_1_10,Content_Engaged,Interested_In_Group_Challenges,Fitness_Goal
18,Female,Urban,60159,Graduate,Professional,4266,4,Mixed,37,568,Yes,"Step Tracker, Challenges, Diet Tracking, Social Community",Daily,No,"Ad-free Experience, Personalized Plans, 1:1 Coach",306,4,Lack of Time,Self,Smartphone,7,Challenges,Yes,General Wellness
24,Male,Metro,77810,Graduate,Professional,6146,4,Mixed,40,505,No,None,Never,No,None,257,2,Motivation,Family,Fitness Band,6,None,No,General Wellness
28,Female,Metro,37277,Graduate,Student,8336,2,Cardio,84,630,Yes,"Progress Tracking, Social Community",Daily,No,"Custom Diet Plans, 1:1 Coach, Social Competitions",308,6,Motivation,Family,Fitness Band,6,Articles,No,Athletic Training
32,Male,Rural,69051,Postgraduate,Professional,8656,1,Cardio,25,569,Yes,"Diet Tracking, Progress Tracking, Workout Plans, Social Community",Daily,Yes,"Ad-free Experience, Social Competitions",854,6,Health Issues,Self,Smartphone,8,Video Workouts,Yes,General Wellness
41,Female,Urban,14830,Graduate,Retired,7353,2,Sports,23,526,Yes,"Step Tracker, Progress Tracking",Daily,No,"Social Competitions, Personalized Plans, 1:1 Coach",264,6,Guidance,Friends,Smartphone,4,Live Classes,Yes,Muscle Gain
36,Female,Metro,60267,Postgraduate,Professional,4913,5,Cardio,87,751,Yes,"Challenges, Workout Plans, Diet Tracking, Progress Tracking",Weekly,Yes,Custom Diet Plans,781,9,Motivation,Friends,Smartphone,7,Live Classes,No,General Wellness
28,Female,Urban,29283,Graduate,Professional,11342,7,Mixed,55,1138,Yes,"Step Tracker, Progress Tracking",Daily,No,Advanced Analytics,234,5,Guidance,Friends,Smartphone,9,Challenges,Yes,General Wellness
29,Male,Metro,120933,Graduate,Professional,4319,3,Sports,21,516,Yes,Workout Plans,Monthly,No,Advanced Analytics,327,6,Other,Friends,Smartphone,5,Articles,Yes,Weight Loss
21,Male,Metro,97606,Graduate,Professional,10255,0,Sports,89,498,Yes,"Workout Plans, Progress Tracking, Diet Tracking",Daily,No,"Personalized Plans, Social Competitions, Custom Diet Plans",388,9,Lack of Time,Self,Smartphone,6,Live Classes,Yes,Weight Loss
29,Male,Metro,83561,Graduate,Homemaker,8847,1,Cardio,27,707,Yes,Challenges,Daily,No,"Ad-free Experience, 1:1 Coach, Advanced Analytics",230,4,Lack of Time,Family,Smartphone,4,Articles,No,Weight Loss
27,Male,Metro,141563,High School,Professional,10200,2,Sports,27,517,Yes,"Step Tracker, Social Community, Diet Tracking, Progress Tracking",Daily,No,"Advanced Analytics, Personalized Plans, Social Competitions",192,7,Other,Family,Smartwatch,10,Challenges,No,Muscle Gain
32,Male,Urban,41173,Graduate,Student,5888,3,Yoga,11,666,Yes,Diet Tracking,Daily,No,"Custom Diet Plans, Social Competitions",409,7,Other,Influencers,Fitness Band,9,Community Posts,No,Muscle Gain
23,Female,Metro,158527,Postgraduate,Student,6643,0,Mixed,14,407,No,None,Never,No,None,484,5,Lack of Time,Self,Smartwatch,4,None,No,General Wellness
34,Female,Semi-Urban,105460,Postgraduate,Professional,7137,7,Cardio,62,1006,Yes,"Challenges, Workout Plans, Progress Tracking",Daily,No,Custom Diet Plans,340,8,Lack of Time,Self,Smartphone,7,Articles,No,Rehabilitation
42,Male,Semi-Urban,58789,Graduate,Retired,5809,2,Cardio,31,400,Yes,Workout Plans,Daily,No,"Custom Diet Plans, Social Competitions",295,6,Motivation,Self,Smartphone,7,Articles,Yes,Weight Loss
29,Male,Metro,116752,Graduate,Professional,7563,6,Strength Training,34,728,Yes,"Diet Tracking, Step Tracker, Workout Plans, Challenges",Weekly,No,Ad-free Experience,368,5,Lack of Time,Self,Smartphone,9,Challenges,No,General Wellness
33,Male,Urban,38057,High School,Homemaker,10947,5,Cardio,74,1109,Yes,"Social Community, Progress Tracking",Weekly,No,"Advanced Analytics, Personalized Plans",356,7,Guidance,Influencers,Smartwatch,6,Community Posts,Yes,Muscle Gain
35,Female,Urban,43815,Graduate,Professional,3757,5,Yoga,47,592,No,None,Never,No,None,379,5,Lack of Time,Family,Smartphone,4,None,No,Weight Loss
26,Male,Semi-Urban,48810,Postgraduate,Professional,5356,4,Mixed,14,401,Yes,"Challenges, Social Community, Workout Plans, Step Tracker",Daily,Yes,"Ad-free Experience, Custom Diet Plans",320,9,Lack of Time,Friends,Smartphone,9,Live Classes,No,General Wellness
31,Female,Metro,50792,Graduate,Student,5085,4,Strength Training,70,620,No,None,Never,No,None,221,4,Motivation,Self,Smartphone,5,None,No,Rehabilitation
30,Male,Urban,39015,Graduate,Student,6763,4,Mixed,64,874,Yes,"Progress Tracking, Step Tracker",Daily,No,"Ad-free Experience, Personalized Plans, 1:1 Coach",248,4,Other,Self,Smartphone,2,Video Workouts,Yes,Weight Loss
30,Prefer not to say,Urban,121971,Postgraduate,Professional,6661,4,Cardio,31,601,No,None,Never,No,None,368,4,Motivation,Self,Smartphone,3,None,No,Muscle Gain
23,Female,Metro,58137,Postgraduate,Professional,8930,3,Cardio,12,749,Yes,"Step Tracker, Progress Tracking, Challenges, Workout Plans",Monthly,No,"Ad-free Experience, Advanced Analytics",372,7,Motivation,Self,Smartphone,5,Challenges,Yes,Weight Loss
30,Male,Metro,78924,Graduate,Professional,7084,7,Cardio,44,785,Yes,"Progress Tracking, Workout Plans",Daily,No,"Advanced Analytics, Custom Diet Plans, Personalized Plans",426,7,Other,Influencers,Smartphone,7,Video Workouts,No,Weight Loss
33,Female,Urban,49752,Graduate,Professional,7757,4,Strength Training,16,532,Yes,"Diet Tracking, Challenges, Workout Plans, Step Tracker",Never,No,"Custom Diet Plans, 1:1 Coach, Personalized Plans",380,5,Guidance,Family,Fitness Band,3,Community Posts,No,General Wellness
41,Male,Urban,26627,Graduate,Professional,7996,5,Mixed,29,765,Yes,Diet Tracking,Weekly,No,"Advanced Analytics, Ad-free Experience",193,6,Motivation,Family,Smartphone,3,Community Posts,Yes,Athletic Training
37,Female,Metro,75737,High School,Student,7613,6,Cardio,30,546,Yes,Diet Tracking,Daily,Yes,Social Competitions,917,6,Motivation,Family,Fitness Band,10,Articles,No,General Wellness
47,Male,Urban,25434,Postgraduate,Professional,8758,1,Yoga,17,443,Yes,"Workout Plans, Step Tracker, Progress Tracking, Challenges",Daily,Yes,1:1 Coach,890,9,Lack of Time,Family,Smartphone,8,Video Workouts,Yes,Muscle Gain
23,Female,Metro,63938,Postgraduate,Professional,6694,0,Strength Training,76,560,Yes,"Social Community, Diet Tracking",Daily,Yes,"Personalized Plans, 1:1 Coach",511,6,Guidance,Friends,Smartphone,8,Video Workouts,Yes,Athletic Training
36,Female,Urban,33384,Postgraduate,Professional,11115,3,None,21,608,No,None,Never,No,None,389,4,Motivation,Friends,Smartphone,4,None,No,Weight Loss
31,Female,Metro,178731,High School,Homemaker,13354,3,Cardio,74,835,Yes,"Social Community, Step Tracker, Workout Plans",Weekly,No,"Personalized Plans, Custom Diet Plans, 1:1 Coach",278,4,Motivation,Self,Smartphone,7,Community Posts,No,General Wellness
47,Female,Semi-Urban,104368,Postgraduate,Professional,8765,5,Cardio,37,953,Yes,"Diet Tracking, Progress Tracking, Social Community",Daily,Yes,Social Competitions,720,9,Lack of Time,Influencers,Smartphone,9,Video Workouts,Yes,Muscle Gain
23,Male,Metro,69764,Graduate,Homemaker,7569,3,Cardio,11,400,No,None,Never,No,None,476,4,Motivation,Self,Smartphone,3,None,No,Athletic Training
23,Male,Metro,124474,Graduate,Professional,8561,3,Strength Training,32,668,No,None,Never,No,None,605,3,Guidance,Influencers,Smartphone,4,None,No,General Wellness
25,Male,Metro,43340,Graduate,Professional,4247,3,Cardio,76,621,Yes,Challenges,Weekly,No,"1:1 Coach, Advanced Analytics",440,7,Lack of Time,Family,Smartphone,7,Live Classes,No,Athletic Training
15,Male,Metro,86832,High School,Professional,7450,0,Mixed,31,400,Yes,Challenges,Daily,No,Personalized Plans,385,5,Lack of Time,Self,Smartphone,5,Community Posts,Yes,Weight Loss
25,Female,Urban,73123,Postgraduate,Professional,5171,4,Yoga,20,451,Yes,"Step Tracker, Diet Tracking",Daily,No,Advanced Analytics,309,7,Other,Family,Smartphone,9,Articles,Yes,General Wellness
23,Male,Metro,75509,Graduate,Professional,8274,5,Yoga,62,939,Yes,"Workout Plans, Progress Tracking",Daily,No,"Social Competitions, Advanced Analytics",371,5,Guidance,Self,Smartphone,6,Articles,Yes,General Wellness
31,Other,Semi-Urban,125013,Graduate,Professional,5184,1,Strength Training,19,441,Yes,Step Tracker,Daily,No,"Custom Diet Plans, Advanced Analytics",2486,3,Lack of Time,Friends,Smartphone,8,Articles,Yes,General Wellness
32,Female,Metro,95439,Graduate,Professional,6138,3,Cardio,28,617,No,None,Never,No,None,243,2,Cost,Influencers,Manual Entry,4,None,No,Muscle Gain
45,Female,Metro,76447,Graduate,Professional,2320,3,Strength Training,33,400,Yes,Social Community,Daily,No,"Personalized Plans, Advanced Analytics",155,5,Lack of Time,Family,Smartphone,9,Video Workouts,Yes,Weight Loss
37,Male,Metro,28927,High School,Professional,4066,1,None,28,437,Yes,"Challenges, Diet Tracking",Daily,No,"Personalized Plans, Ad-free Experience, Advanced Analytics",411,8,Cost,Family,Smartphone,5,Community Posts,No,Weight Loss
25,Female,Metro,40944,Graduate,Retired,7887,1,Mixed,36,479,No,None,Never,No,None,379,5,Cost,Friends,Fitness Band,2,None,No,Weight Loss
22,Female,Metro,62233,Postgraduate,Professional,4827,7,Mixed,30,478,Yes,Challenges,Daily,No,"Ad-free Experience, Social Competitions",272,8,Guidance,Self,Fitness Band,5,Articles,No,Athletic Training
33,Male,Metro,69333,High School,Student,9659,2,Mixed,17,495,Yes,"Workout Plans, Challenges, Progress Tracking, Social Community",Daily,Yes,"1:1 Coach, Personalized Plans",853,10,Cost,Family,Manual Entry,8,Community Posts,No,Athletic Training
19,Female,Urban,37605,High School,Professional,4615,1,Cardio,26,400,Yes,"Step Tracker, Progress Tracking",Daily,No,"Ad-free Experience, 1:1 Coach, Personalized Plans",299,5,Lack of Time,Self,Smartwatch,9,Video Workouts,No,Weight Loss
44,Female,Metro,220982,Graduate,Professional,8133,1,Cardio,48,674,Yes,"Progress Tracking, Step Tracker, Diet Tracking",Weekly,No,"Personalized Plans, Ad-free Experience, Advanced Analytics",333,5,Cost,Family,Smartwatch,9,Live Classes,Yes,Rehabilitation
39,Male,Urban,141237,Postgraduate,Homemaker,5095,4,Cardio,73,578,Yes,"Diet Tracking, Workout Plans, Social Community, Challenges",Daily,Yes,"Personalized Plans, Social Competitions, 1:1 Coach",697,7,Lack of Time,Friends,Manual Entry,4,Live Classes,Yes,Weight Loss
26,Male,Urban,89416,Graduate,Professional,7963,4,Cardio,13,598,Yes,Workout Plans,Daily,No,"1:1 Coach, Personalized Plans",307,4,Motivation,Self,Smartphone,7,Live Classes,Yes,Muscle Gain
16,Male,Metro,68597,Graduate,Homemaker,3163,4,Cardio,15,400,No,None,Never,No,None,378,1,Other,Self,Fitness Band,1,None,No,Weight Loss
40,Male,Urban,59509,Graduate,Professional,5867,0,Strength Training,52,403,Yes,"Step Tracker, Diet Tracking",Weekly,No,"1:1 Coach, Ad-free Experience",488,5,Guidance,Influencers,Smartwatch,8,Video Workouts,Yes,Athletic Training
29,Male,Rural,41111,Graduate,Professional,4884,6,Yoga,94,1182,Yes,"Social Community, Diet Tracking",Monthly,Yes,"Social Competitions, Advanced Analytics, Personalized Plans",528,6,Other,Family,Fitness Band,9,Articles,No,General Wellness
39,Male,Urban,68784,High School,Homemaker,9208,2,Mixed,22,573,Yes,"Step Tracker, Social Community, Challenges",Daily,No,"Personalized Plans, Social Competitions",408,5,Lack of Time,Family,Manual Entry,6,Video Workouts,Yes,Weight Loss
17,Male,Urban,75272,Postgraduate,Homemaker,8155,2,Sports,17,618,Yes,Step Tracker,Daily,No,"Personalized Plans, Advanced Analytics",370,9,Motivation,Self,Smartphone,7,Community Posts,Yes,General Wellness
25,Male,Metro,35565,Graduate,Professional,3918,3,None,68,574,Yes,Workout Plans,Weekly,No,"Ad-free Experience, 1:1 Coach, Custom Diet Plans",368,5,Lack of Time,Family,Smartphone,7,Live Classes,Yes,Weight Loss
30,Female,Semi-Urban,78204,Graduate,Homemaker,6492,2,Cardio,67,587,Yes,"Progress Tracking, Social Community, Diet Tracking, Workout Plans",Weekly,Yes,1:1 Coach,830,8,Guidance,Self,Manual Entry,6,Community Posts,Yes,Muscle Gain
30,Female,Semi-Urban,61228,Postgraduate,Student,5069,6,Cardio,5,644,Yes,"Step Tracker, Diet Tracking",Weekly,Yes,"Social Competitions, Personalized Plans, Custom Diet Plans",707,9,Lack of Time,Friends,Smartphone,8,Video Workouts,Yes,Muscle Gain
26,Female,Urban,25491,Graduate,Homemaker,9375,6,Yoga,8,485,Yes,"Diet Tracking, Workout Plans",Daily,No,"Custom Diet Plans, Personalized Plans, Social Competitions",407,6,Lack of Time,None,Fitness Band,6,Challenges,Yes,Weight Loss
34,Male,Rural,43036,Graduate,Professional,10178,2,Cardio,15,772,Yes,"Workout Plans, Step Tracker, Social Community",Daily,No,"Advanced Analytics, Personalized Plans",435,6,Lack of Time,Friends,Smartphone,8,Challenges,Yes,Athletic Training
21,Male,Metro,53809,Graduate,Professional,3395,6,Cardio,54,757,Yes,"Step Tracker, Diet Tracking, Social Community",Daily,No,"Ad-free Experience, Personalized Plans, Custom Diet Plans",289,5,Cost,Friends,Fitness Band,6,Video Workouts,Yes,General Wellness
28,Male,Metro,170049,Graduate,Professional,9066,5,Strength Training,34,714,Yes,"Progress Tracking, Step Tracker, Workout Plans",Weekly,No,Custom Diet Plans,385,5,Lack of Time,Self,Manual Entry,5,Articles,Yes,Weight Loss
30,Male,Semi-Urban,87402,Graduate,Professional,4941,7,Cardio,40,871,Yes,Diet Tracking,Daily,No,"Ad-free Experience, Personalized Plans",319,4,Health Issues,Self,Smartphone,4,Community Posts,No,Weight Loss
34,Male,Semi-Urban,33936,Graduate,Professional,6367,2,Strength Training,81,446,Yes,"Workout Plans, Diet Tracking, Social Community, Step Tracker",Daily,Yes,"Personalized Plans, Social Competitions, Ad-free Experience",680,9,Lack of Time,None,Smartphone,5,Video Workouts,No,Weight Loss
35,Female,Metro,84374,Postgraduate,Professional,7080,3,Strength Training,21,492,Yes,"Step Tracker, Progress Tracking, Diet Tracking",Weekly,Yes,Ad-free Experience,651,5,Lack of Time,Self,Smartphone,9,Video Workouts,No,Weight Loss
21,Male,Metro,30526,Doctorate,Professional,11541,2,Strength Training,43,651,No,None,Never,No,None,406,5,Motivation,Self,Smartwatch,3,None,No,Muscle Gain
17,Female,Metro,113703,Graduate,Professional,4490,5,Yoga,55,723,Yes,"Step Tracker, Challenges, Progress Tracking",Daily,No,"Ad-free Experience, 1:1 Coach, Social Competitions",359,3,Other,Self,Fitness Band,7,Challenges,Yes,Weight Loss
40,Female,Metro,52283,Graduate,Professional,9086,0,Strength Training,24,447,Yes,"Progress Tracking, Diet Tracking, Step Tracker, Social Community",Daily,No,Personalized Plans,397,7,Lack of Time,Self,Smartphone,10,Live Classes,Yes,General Wellness
32,Male,Semi-Urban,63144,High School,Professional,4071,3,Cardio,16,434,Yes,"Progress Tracking, Diet Tracking",Daily,No,"Ad-free Experience, 1:1 Coach",347,5,Lack of Time,Self,Smartphone,5,Live Classes,No,Muscle Gain
24,Male,Urban,128399,Postgraduate,Professional,3898,2,Cardio,66,465,Yes,"Step Tracker, Workout Plans",Daily,No,"Ad-free Experience, Personalized Plans, Social Competitions",157,4,Cost,Influencers,Smartwatch,5,Articles,Yes,Weight Loss
42,Female,Metro,34766,Graduate,Professional,7071,2,Strength Training,42,521,Yes,"Progress Tracking, Diet Tracking, Challenges, Workout Plans",Daily,No,Personalized Plans,353,6,Motivation,Self,Smartwatch,6,Articles,Yes,Rehabilitation
30,Male,Metro,32907,Graduate,Homemaker,7054,4,Sports,10,554,Yes,"Progress Tracking, Workout Plans",Daily,No,Social Competitions,357,7,Cost,Influencers,Smartphone,7,Articles,Yes,Weight Loss
39,Male,Metro,49424,Postgraduate,Professional,500,6,Sports,81,728,Yes,Progress Tracking,Daily,Yes,Personalized Plans,736,7,Lack of Time,Self,Smartphone,10,Challenges,Yes,Muscle Gain
30,Prefer not to say,Metro,111211,Postgraduate,Professional,9898,4,Yoga,46,707,Yes,"Workout Plans, Challenges",Daily,Yes,"Custom Diet Plans, Personalized Plans",610,8,Motivation,Self,Smartwatch,10,Video Workouts,Yes,Muscle Gain
46,Male,Urban,30956,Postgraduate,Professional,1652,6,Cardio,58,922,Yes,"Challenges, Progress Tracking, Diet Tracking",Daily,No,Personalized Plans,2581,2,Lack of Time,Friends,Smartphone,8,Articles,No,Weight Loss
44,Female,Rural,16057,High School,Professional,6635,2,Yoga,37,488,No,None,Never,No,None,317,2,Motivation,Family,Manual Entry,5,None,No,Weight Loss
28,Other,Semi-Urban,52808,Postgraduate,Professional,10319,3,Yoga,20,464,Yes,Social Community,Daily,No,"Social Competitions, Custom Diet Plans, Personalized Plans",370,8,Cost,Friends,Smartphone,6,Challenges,Yes,Weight Loss
37,Male,Metro,87192,Postgraduate,Professional,12522,3,Strength Training,39,769,Yes,"Challenges, Step Tracker, Diet Tracking",Daily,No,"Social Competitions, Custom Diet Plans",316,5,Cost,Family,Fitness Band,7,Community Posts,Yes,Athletic Training
35,Male,Semi-Urban,120587,Graduate,Homemaker,6092,0,Yoga,71,400,No,None,Never,No,None,349,1,Guidance,Influencers,Smartphone,3,None,No,General Wellness
40,Male,Semi-Urban,52492,Graduate,Professional,3417,3,Strength Training,28,487,No,None,Never,No,None,296,3,Other,Self,Manual Entry,2,None,No,General Wellness
22,Male,Semi-Urban,53867,Graduate,Student,10226,4,Yoga,16,719,Yes,"Step Tracker, Workout Plans, Diet Tracking",Daily,No,"Ad-free Experience, Advanced Analytics, Personalized Plans",2518,4,Lack of Time,Self,Smartphone,9,Video Workouts,Yes,Muscle Gain
35,Male,Urban,117824,Doctorate,Professional,9162,3,Sports,137,1095,Yes,"Progress Tracking, Workout Plans, Step Tracker",Daily,Yes,1:1 Coach,609,7,Lack of Time,Self,Smartphone,8,Community Posts,Yes,Muscle Gain
38,Female,Metro,25981,High School,Homemaker,5777,4,Cardio,38,555,Yes,"Challenges, Step Tracker, Workout Plans",Daily,No,"Advanced Analytics, Personalized Plans",369,5,Guidance,Family,Smartphone,7,Live Classes,Yes,Weight Loss
15,Male,Metro,54488,Graduate,Professional,5460,3,Sports,39,508,No,None,Never,No,None,399,4,Guidance,Self,Smartwatch,3,None,No,Weight Loss
20,Male,Metro,72781,Graduate,Professional,5206,0,Cardio,29,400,Yes,"Diet Tracking, Step Tracker, Workout Plans, Social Community",Daily,No,1:1 Coach,279,5,Lack of Time,Self,Smartphone,4,Live Classes,Yes,Weight Loss
15,Prefer not to say,Metro,82835,Postgraduate,Professional,6138,1,Cardio,43,469,No,None,Never,No,None,205,5,Guidance,Family,Smartphone,2,None,No,Muscle Gain
27,Female,Metro,51282,Graduate,Professional,7790,3,None,5,602,Yes,"Step Tracker, Progress Tracking, Diet Tracking, Workout Plans",Daily,No,Social Competitions,641,6,Motivation,Self,Smartphone,7,Video Workouts,Yes,Weight Loss
35,Female,Urban,67320,Graduate,Professional,5584,2,None,58,574,Yes,Workout Plans,Daily,No,"Personalized Plans, 1:1 Coach",286,6,Cost,Self,Smartphone,6,Articles,No,Weight Loss
42,Male,Urban,19069,Graduate,Professional,5901,0,Cardio,50,465,No,None,Never,No,None,424,5,Cost,Family,Smartphone,3,None,No,Weight Loss
30,Female,Urban,47613,Postgraduate,Homemaker,8603,3,Strength Training,67,828,Yes,"Diet Tracking, Challenges, Social Community, Progress Tracking",Daily,No,Ad-free Experience,582,5,Guidance,Self,Smartphone,6,Video Workouts,Yes,Muscle Gain
43,Female,Metro,83013,Graduate,Professional,3293,3,Cardio,39,527,Yes,Step Tracker,Weekly,Yes,Social Competitions,818,6,Lack of Time,Self,Fitness Band,7,Articles,Yes,Muscle Gain
18,Male,Rural,40491,Graduate,Professional,6060,2,Strength Training,28,518,Yes,Challenges,Daily,No,"Ad-free Experience, Advanced Analytics, Social Competitions",313,7,Guidance,Family,Fitness Band,5,Live Classes,Yes,Weight Loss
